run_name,run_type,timestamp,service,frontend_rps,frontend_total_requests_1m,service_rps,cpu_usage_cores,memory_usage_bytes,latency_avg_ms,latency_p95_ms,service_rps_was_missing,latency_avg_was_missing,latency_p95_was_missing
test_01,test,2026-06-17 04:34:45,paymentservice,34.33319078746411,2059.9914472478467,2.556277742549144,0.0164851106969283,122716160.0,1.928294573643524,7.124999999999985,False,False,False
test_01,test,2026-06-17 04:34:45,productcatalogservice,34.33319078746411,2059.9914472478467,145.85496975991202,0.2214046655795641,65859584.0,0.9954545454549012,4.841957480946649,False,False,False
test_01,test,2026-06-17 04:34:45,recommendationservice,34.33319078746411,2059.9914472478467,15.88999841496275,0.1920233866192158,182620160.0,14.18829787233993,49.48275862068962,False,False,False
test_01,test,2026-06-17 04:34:45,shippingservice,34.33319078746411,2059.9914472478467,8.976696258719087,0.0248673228778324,59559936.0,0.7666666666666602,4.71834862385321,False,False,False
test_01,test,2026-06-17 04:34:50,adservice,32.85445358169028,1971.2672149014168,21.064103834340628,0.0619337548883251,284299264.0,2.2138623326959403,7.988372093023264,False,False,False
test_01,test,2026-06-17 04:34:50,cartservice,32.85445358169028,1971.2672149014168,34.90929081913139,0.0731433545127682,205176832.0,29.504847161571885,176.9736842105267,False,False,False
test_01,test,2026-06-17 04:34:50,checkoutservice,32.85445358169028,1971.2672149014168,3.086231131210658,0.0647544605088908,71028736.0,98.54081632653062,609.999999999999,False,False,False
test_01,test,2026-06-17 04:34:50,currencyservice,32.85445358169028,1971.2672149014168,151.12088449086804,0.3353244130705375,136978432.0,3.9919120573026494,16.6890243902439,False,False,False
test_01,test,2026-06-17 04:34:50,emailservice,32.85445358169028,1971.2672149014168,2.872246157606869,0.025965231369374,119586816.0,1.960891089108796,6.84375,False,False,False
test_01,test,2026-06-17 04:34:50,frontend,32.85445358169028,1971.2672149014168,33.030830812479,0.5664712935353555,119283712.0,228.4408592321745,702.7272727272726,False,False,False
test_01,test,2026-06-17 04:34:50,paymentservice,32.85445358169028,1971.2672149014168,2.556277742549144,0.0168373417535821,122015744.0,1.928294573643524,7.124999999999985,False,False,False
test_01,test,2026-06-17 04:34:50,productcatalogservice,32.85445358169028,1971.2672149014168,141.07086239695624,0.2331126895239042,65859584.0,1.2230646724829712,4.960132720775906,False,False,False
test_01,test,2026-06-17 04:34:50,recommendationservice,32.85445358169028,1971.2672149014168,17.656942110890483,0.1957618458146502,183074816.0,16.051836393991227,66.78571428571406,False,False,False
